id,data,municipio,estado,bioma,avg_numero_dias_sem_chuva,avg_precipitacao,avg_risco_fogo,avg_frp
1,2024-01-01,VALE DO ANARI,RONDÔNIA,Amazônia,0.0,1698.0,0.0,13.0
2,2024-01-01,SÃO GABRIEL DA CACHOEIRA,AMAZONAS,Amazônia,0.2,206.8,0.0,81.4
3,2024-01-01,MANAQUIRI,AMAZONAS,Amazônia,0.0,60.0,0.0,27.0
4,2024-01-01,JUTAÍ,AMAZONAS,Amazônia,2.0,776.0,0.0,211.0
5,2024-01-01,AUTAZES,AMAZONAS,Amazônia,0.0,2.22,0.0,97.67
6,2024-01-01,IRANDUBA,AMAZONAS,Amazônia,0.0,0.0,0.0,55.5
7,2024-01-01,CAREIRO DA VÁRZEA,AMAZONAS,Amazônia,0.0,68.0,0.0,25.0
8,2024-01-01,SÃO LUIZ,RORAIMA,Amazônia,0.0,0.0,18.0,1311.8
9,2024-01-01,BOA VISTA,RORAIMA,Amazônia,7.84,0.0,100.0,79.67
10,2024-01-01,NORMANDIA,RORAIMA,Amazônia,5.44,0.0,100.0,100.78
11,2024-01-01,BONFIM,RORAIMA,Amazônia,6.0,0.0,96.81,318.0
12,2024-01-01,CANTÁ,RORAIMA,Amazônia,5.5,0.0,54.75,309.75
13,2024-01-01,UIRAMUTÃ,RORAIMA,Amazônia,6.0,0.0,100.0,52.0
14,2024-01-01,PACARAIMA,RORAIMA,Amazônia,5.64,0.0,98.26,328.89
15,2024-01-01,CARACARAÍ,RORAIMA,Amazônia,2.13,0.0,61.8,54.4
16,2024-01-01,RORAINÓPOLIS,RORAIMA,Amazônia,1.92,0.0,20.54,785.42
17,2024-01-01,CAROEBE,RORAIMA,Amazônia,0.0,0.0,10.14,454.84
18,2024-01-01,SÃO JOÃO DA BALIZA,RORAIMA,Amazônia,2.0,0.0,10.0,183.0
19,2024-01-01,IRACEMA,RORAIMA,Amazônia,3.6,0.0,50.4,333.2
20,2024-01-01,AMAJARI,RORAIMA,Amazônia,4.65,32.23,92.78,628.15
21,2024-01-01,ALTO ALEGRE,RORAIMA,Amazônia,6.0,0.0,100.0,14.0
22,2024-01-01,MUCAJAÍ,RORAIMA,Amazônia,6.0,0.0,72.0,11.0
23,2024-01-01,ORIXIMINÁ,PARÁ,Amazônia,6.0,0.0,100.0,593.0
24,2024-01-01,BRASIL NOVO,PARÁ,Amazônia,0.0,0.0,0.0,44.2
25,2024-01-01,ULIANÓPOLIS,PARÁ,Amazônia,1.0,805.0,0.0,21.5
26,2024-01-01,MONTE ALEGRE,PARÁ,Amazônia,0.0,14.38,13.75,182.19
27,2024-01-01,NOVO REPARTIMENTO,PARÁ,Amazônia,0.0,123.2,6.3,63.4
28,2024-01-01,URUARÁ,PARÁ,Amazônia,0.02,247.18,4.39,145.35
29,2024-01-01,FLORESTA DO ARAGUAIA,PARÁ,Amazônia,0.0,200.0,0.0,53.0
30,2024-01-01,AVEIRO,PARÁ,Amazônia,0.0,1257.0,0.0,52.4
31,2024-01-01,ÓBIDOS,PARÁ,Amazônia,1.57,18.57,27.29,491.52
32,2024-01-01,ALMEIRIM,PARÁ,Amazônia,0.0,0.0,6.0,1265.57
33,2024-01-01,PIÇARRA,PARÁ,Amazônia,0.0,892.67,7.67,124.17
34,2024-01-01,PLACAS,PARÁ,Amazônia,1.0,1248.0,1.0,35.0
35,2024-01-01,CURUÁ,PARÁ,Amazônia,0.0,305.0,0.0,57.5
36,2024-01-01,JURUTI,PARÁ,Amazônia,0.2,8.0,0.2,72.4
37,2024-01-01,ALTAMIRA,PARÁ,Amazônia,0.0,39.5,0.0,37.5
38,2024-01-01,ANAPU,PARÁ,Amazônia,0.0,165.0,0.0,24.0
39,2024-01-01,MEDICILÂNDIA,PARÁ,Amazônia,0.08,2.5,16.75,90.0
40,2024-01-01,CANAÃ DOS CARAJÁS,PARÁ,Amazônia,0.0,2115.0,0.0,60.0
41,2024-01-01,MARABÁ,PARÁ,Amazônia,0.83,472.83,10.5,118.5
42,2024-01-01,VISEU,PARÁ,Amazônia,0.0,1740.0,0.0,36.0
43,2024-01-01,PRAINHA,PARÁ,Amazônia,0.0,0.0,14.07,103.73
44,2024-01-01,ITUPIRANGA,PARÁ,Amazônia,0.43,107.71,30.0,45.57
45,2024-01-01,DOM ELISEU,PARÁ,Amazônia,0.0,1683.5,0.0,52.5
46,2024-01-01,MOJUÍ DOS CAMPOS,PARÁ,Amazônia,0.25,67.5,4.25,94.25
47,2024-01-01,ALENQUER,PARÁ,Amazônia,0.12,227.35,2.71,273.88
48,2024-01-01,SANTARÉM,PARÁ,Amazônia,0.0,12.43,2.07,69.36
49,2024-01-01,SANTA LUZIA DO PARÁ,PARÁ,Amazônia,0.0,2437.5,0.0,34.5
50,2024-01-01,ESPERANTINA,TOCANTINS,Amazônia,0.0,439.0,1.0,149.0
51,2024-01-01,XAMBIOÁ,TOCANTINS,Amazônia,0.0,33.5,1.0,73.0
52,2024-01-01,ITAIPAVA DO GRAJAÚ,MARANHÃO,Cerrado,2.0,957.0,0.0,49.0
53,2024-01-01,FERNANDO FALCÃO,MARANHÃO,Cerrado,0.0,767.5,1.0,341.0
54,2024-01-01,BOM JESUS DAS SELVAS,MARANHÃO,Amazônia,0.0,210.0,17.0,38.0
55,2024-01-01,SÃO JOÃO BATISTA,MARANHÃO,Amazônia,4.0,928.0,0.0,22.0
56,2024-01-01,BURITICUPU,MARANHÃO,Amazônia,0.0,251.0,15.0,60.0
57,2024-01-01,SANTA LUZIA,MARANHÃO,Amazônia,1.0,210.5,1.0,113.0
58,2024-01-01,SÍTIO NOVO,MARANHÃO,Cerrado,1.0,915.67,0.0,38.0
59,2024-01-01,SÃO JOÃO DO PARAÍSO,MARANHÃO,Cerrado,2.0,1274.0,0.0,717.75
60,2024-01-01,CÂNDIDO MENDES,MARANHÃO,Amazônia,1.0,1718.0,0.0,22.0
61,2024-01-01,MIRADOR,MARANHÃO,Cerrado,2.0,2624.5,0.0,45.5
62,2024-01-01,PEDRO DO ROSÁRIO,MARANHÃO,Amazônia,0.0,619.5,0.0,85.5
63,2024-01-01,LAGO DA PEDRA,MARANHÃO,Cerrado,2.0,1281.0,0.0,68.0
64,2024-01-01,SÃO JOÃO DOS PATOS,MARANHÃO,Cerrado,1.0,2447.33,0.0,80.0
65,2024-01-01,FORTUNA,MARANHÃO,Cerrado,0.0,771.0,0.0,67.0
66,2024-01-01,BEQUIMÃO,MARANHÃO,Amazônia,0.0,643.5,0.0,40.5
67,2024-01-01,TURIAÇU,MARANHÃO,Amazônia,0.0,1324.5,0.0,85.0
68,2024-01-01,PARNARAMA,MARANHÃO,Caatinga,0.0,2680.0,0.0,255.0
69,2024-01-01,JOÃO LISBOA,MARANHÃO,Amazônia,0.0,1334.0,0.0,69.0
70,2024-01-01,TIMON,MARANHÃO,Cerrado,1.0,2955.0,0.0,146.0
71,2024-01-01,ARAME,MARANHÃO,Amazônia,3.0,1419.0,0.0,76.0
72,2024-01-01,GRAJAÚ,MARANHÃO,Cerrado,1.0,1676.0,0.0,59.5
73,2024-01-01,BOM JARDIM,MARANHÃO,Amazônia,5.0,175.0,12.0,44.0
74,2024-01-01,ALTO ALEGRE DO PINDARÉ,MARANHÃO,Amazônia,0.0,397.29,0.0,73.57
75,2024-01-01,OEIRAS,PIAUÍ,Caatinga,1.25,1304.75,0.0,99.5
76,2024-01-01,SÃO RAIMUNDO NONATO,PIAUÍ,Caatinga,3.0,1156.5,0.0,74.0
77,2024-01-01,SANTA ROSA DO PIAUÍ,PIAUÍ,Caatinga,2.0,1017.0,0.0,36.0
78,2024-01-01,ITAUEIRA,PIAUÍ,Caatinga,2.0,2449.5,0.0,84.67
79,2024-01-01,CONCEIÇÃO DO CANINDÉ,PIAUÍ,Caatinga,3.0,399.0,0.0,60.0
80,2024-01-01,SANTA FILOMENA,PIAUÍ,Cerrado,1.0,144.0,1.0,14.0
81,2024-01-01,ELISEU MARTINS,PIAUÍ,Cerrado,1.0,1721.0,0.0,63.0
82,2024-01-01,BREJO SANTO,CEARÁ,Caatinga,3.0,1716.0,1.0,20.0
83,2024-01-01,MANARI,PERNAMBUCO,Caatinga,8.0,2596.0,0.0,62.0
84,2024-01-01,JABOATÃO DOS GUARARAPES,PERNAMBUCO,Mata Atlântica,0.0,0.0,100.0,148.0
85,2024-01-01,TAMANDARÉ,PERNAMBUCO,Mata Atlântica,10.0,0.0,81.0,82.0
86,2024-01-01,ESCADA,PERNAMBUCO,Mata Atlântica,11.0,0.0,71.0,74.67
87,2024-01-01,CABO DE SANTO AGOSTINHO,PERNAMBUCO,Mata Atlântica,11.0,0.0,97.0,32.0
88,2024-01-01,SIRINHAÉM,PERNAMBUCO,Mata Atlântica,11.0,0.0,100.0,29.0
89,2024-01-01,BARREIROS,PERNAMBUCO,Mata Atlântica,10.0,0.0,97.0,72.0
90,2024-01-01,CAETÉS,PERNAMBUCO,Mata Atlântica,6.0,331.0,95.0,53.0
91,2024-01-01,PENEDO,ALAGOAS,Mata Atlântica,0.0,0.0,100.0,229.0
92,2024-01-01,PENEDO,ALAGOAS,Caatinga,0.0,0.0,100.0,1421.0
93,2024-01-01,DELMIRO GOUVEIA,ALAGOAS,Caatinga,10.0,0.0,100.0,1214.0
94,2024-01-01,CAMPO ALEGRE,ALAGOAS,Mata Atlântica,10.0,0.0,100.0,1187.0
95,2024-01-01,MURICI,ALAGOAS,Mata Atlântica,10.0,0.0,100.0,1346.0
96,2024-01-01,PIAÇABUÇU,ALAGOAS,Mata Atlântica,0.0,0.0,100.0,19.5
97,2024-01-01,MARAGOGI,ALAGOAS,Mata Atlântica,0.0,0.0,98.0,46.0
98,2024-01-01,ATALAIA,ALAGOAS,Mata Atlântica,0.0,0.0,100.0,488.0
99,2024-01-01,OLHO D'ÁGUA DO CASADO,ALAGOAS,Caatinga,4.0,0.0,100.0,1116.0
100,2024-01-01,JACUÍPE,ALAGOAS,Mata Atlântica,10.0,0.0,100.0,63.0
101,2024-01-01,CACIMBINHAS,ALAGOAS,Caatinga,10.0,0.0,96.0,1390.0
102,2024-01-01,BATALHA,ALAGOAS,Caatinga,10.0,0.0,100.0,43.0
103,2024-01-01,TRAIPU,ALAGOAS,Caatinga,10.0,0.0,100.0,44.0
104,2024-01-01,PILAR,ALAGOAS,Mata Atlântica,0.0,0.0,90.5,1340.0
105,2024-01-01,CORURIPE,ALAGOAS,Mata Atlântica,0.0,0.0,100.0,1835.0
106,2024-01-01,SANTA LUZIA DO ITANHY,SERGIPE,Mata Atlântica,10.0,0.0,72.0,20.0
107,2024-01-01,MARUIM,SERGIPE,Mata Atlântica,5.0,0.0,100.0,26.0
108,2024-01-01,LAGARTO,SERGIPE,Caatinga,10.0,0.0,100.0,119.4
109,2024-01-01,NOSSA SENHORA DO SOCORRO,SERGIPE,Mata Atlântica,10.0,0.0,100.0,30.0
110,2024-01-01,CAPELA,SERGIPE,Mata Atlântica,10.0,0.0,100.0,89.0
111,2024-01-01,ITABI,SERGIPE,Mata Atlântica,10.0,0.0,100.0,52.0
112,2024-01-01,SÃO CRISTÓVÃO,SERGIPE,Mata Atlântica,0.0,0.0,100.0,51.5
113,2024-01-01,JAPOATÃ,SERGIPE,Mata Atlântica,0.0,0.0,100.0,969.0
114,2024-01-01,WENCESLAU GUIMARÃES,BAHIA,Mata Atlântica,6.0,0.0,50.0,12.0
115,2024-01-01,TAPEROÁ,BAHIA,Mata Atlântica,10.0,0.0,27.0,19.0
116,2024-01-01,MUCURI,BAHIA,Mata Atlântica,0.0,30.0,0.0,106.5
117,2024-01-01,PÉ DE SERRA,BAHIA,Caatinga,0.0,0.0,100.0,1117.67
118,2024-01-01,CARAVELAS,BAHIA,Mata Atlântica,0.0,10.0,52.5,63.0
119,2024-01-01,UNA,BAHIA,Mata Atlântica,10.67,0.0,16.67,8.0
120,2024-01-01,MONTE SANTO,BAHIA,Caatinga,6.0,42.0,99.33,91.0
121,2024-01-01,CAMPO ALEGRE DE LOURDES,BAHIA,Caatinga,2.0,658.0,1.0,500.0
122,2024-01-01,BIRITINGA,BAHIA,Caatinga,9.0,0.0,100.0,250.0
123,2024-01-01,PINDOBAÇU,BAHIA,Caatinga,4.0,85.0,80.0,12.0
124,2024-01-01,RIACHO DE SANTANA,BAHIA,Caatinga,7.0,2996.0,0.0,71.0
125,2024-01-01,VÁRZEA DA ROÇA,BAHIA,Caatinga,0.0,0.0,100.0,108.0
126,2024-01-01,UTINGA,BAHIA,Caatinga,0.0,0.0,100.0,9.0
127,2024-01-01,SERRINHA,BAHIA,Caatinga,0.0,0.0,100.0,44.0
128,2024-01-01,BAIXA GRANDE,BAHIA,Caatinga,9.5,0.0,100.0,1011.5
129,2024-01-01,MILAGRES,BAHIA,Mata Atlântica,9.0,0.0,87.0,39.0
130,2024-01-01,ARACI,BAHIA,Caatinga,4.0,5.0,82.0,593.0
131,2024-01-01,SANTA CRUZ CABRÁLIA,BAHIA,Mata Atlântica,0.0,0.0,35.11,13.33
132,2024-01-01,ANTAS,BAHIA,Caatinga,0.0,0.0,100.0,58.0
133,2024-01-01,CAMAÇARI,BAHIA,Mata Atlântica,9.0,0.0,22.5,29.5
134,2024-01-01,MARCIONÍLIO SOUZA,BAHIA,Caatinga,0.0,0.0,95.0,121.0
135,2024-01-01,PINTADAS,BAHIA,Caatinga,0.0,0.0,86.5,1019.0
136,2024-01-01,BELMONTE,BAHIA,Mata Atlântica,0.0,0.0,57.5,43.25
137,2024-01-01,JEQUIÉ,BAHIA,Mata Atlântica,9.5,0.0,65.5,130.0
138,2024-01-01,FORMOSA DO RIO PRETO,BAHIA,Cerrado,0.0,1738.0,0.0,58.0
139,2024-01-01,ADUSTINA,BAHIA,Caatinga,10.0,0.0,95.0,124.0
140,2024-01-01,RAFAEL JAMBEIRO,BAHIA,Caatinga,0.0,0.0,100.0,904.5
141,2024-01-01,LENÇÓIS,BAHIA,Caatinga,8.6,174.92,71.6,89.44
142,2024-01-01,FILADÉLFIA,BAHIA,Caatinga,4.0,92.0,78.0,13.0
143,2024-01-01,ITIÚBA,BAHIA,Caatinga,8.0,0.0,100.0,35.0
144,2024-01-01,ITABERABA,BAHIA,Caatinga,4.5,0.0,88.0,64.5
145,2024-01-01,APORÁ,BAHIA,Caatinga,10.0,0.0,100.0,1038.0
146,2024-01-01,BOA NOVA,BAHIA,Mata Atlântica,10.0,0.0,46.5,0.0
147,2024-01-01,TANQUINHO,BAHIA,Caatinga,0.0,0.0,100.0,1008.0
148,2024-01-01,SANTO ESTÊVÃO,BAHIA,Caatinga,0.0,0.0,100.0,890.0
149,2024-01-01,IBOTIRAMA,BAHIA,Caatinga,7.0,682.0,0.0,82.0
150,2024-01-01,CANSANÇÃO,BAHIA,Caatinga,6.5,114.5,100.0,1131.5
151,2024-01-01,ARAMARI,BAHIA,Mata Atlântica,0.0,0.0,87.0,42.0
152,2024-01-01,SANTA LUZIA,BAHIA,Mata Atlântica,3.67,0.0,57.67,6.33
153,2024-01-01,CANAVIEIRAS,BAHIA,Mata Atlântica,4.5,0.0,25.5,26.0
154,2024-01-01,OLIVEIRA DOS BREJINHOS,BAHIA,Caatinga,7.5,699.5,0.0,71.0
155,2024-01-01,IPIRÁ,BAHIA,Caatinga,2.44,0.0,100.0,870.06
156,2024-01-01,MANOEL VITORINO,BAHIA,Caatinga,5.0,0.0,97.0,112.0
157,2024-01-01,ANAGÉ,BAHIA,Caatinga,7.0,192.0,41.33,103.33
158,2024-01-01,RIACHÃO DO JACUÍPE,BAHIA,Caatinga,9.14,0.29,100.0,1065.29
159,2024-01-01,SERRA PRETA,BAHIA,Caatinga,0.0,0.0,97.33,997.33
160,2024-01-01,SERRA PRETA,BAHIA,Mata Atlântica,0.5,0.0,100.0,1012.5
161,2024-01-01,CAATIBA,BAHIA,Mata Atlântica,1.33,0.0,62.33,5.67
162,2024-01-01,JAGUAQUARA,BAHIA,Mata Atlântica,10.0,0.0,87.0,84.0
163,2024-01-01,CAPELA DO ALTO ALEGRE,BAHIA,Caatinga,0.0,0.0,100.0,1038.0
164,2024-01-01,PAULO AFONSO,BAHIA,Caatinga,2.0,30.0,100.0,38.0
165,2024-01-01,NOVA FÁTIMA,BAHIA,Caatinga,0.0,0.0,100.0,1057.5
166,2024-01-01,SERRA DO RAMALHO,BAHIA,Cerrado,7.0,3195.0,0.0,75.0
167,2024-01-01,ARATACA,BAHIA,Mata Atlântica,0.0,0.0,15.0,29.0
168,2024-01-01,PALMEIRAS,BAHIA,Caatinga,8.0,264.31,48.31,335.48
169,2024-01-01,ARACATU,BAHIA,Caatinga,4.0,116.0,100.0,125.0
170,2024-01-01,PORTO SEGURO,BAHIA,Mata Atlântica,11.0,0.0,88.5,143.0
171,2024-01-01,CAPIM GROSSO,BAHIA,Caatinga,0.0,0.0,100.0,13.0
172,2024-01-01,BOA VISTA DO TUPIM,BAHIA,Caatinga,4.0,0.0,86.0,43.5
173,2024-01-01,ANGUERA,BAHIA,Mata Atlântica,0.0,0.0,100.0,894.0
174,2024-01-01,MONTES CLAROS,MINAS GERAIS,Cerrado,2.0,559.0,0.0,9.0
175,2024-01-01,CAPITÃO ENÉAS,MINAS GERAIS,Cerrado,1.0,352.0,0.0,12.0
176,2024-01-01,CAIEIRAS,SÃO PAULO,Mata Atlântica,0.0,79.0,11.0,63.0
177,2024-01-01,JUNDIAÍ,SÃO PAULO,Mata Atlântica,0.0,60.0,0.0,92.0
178,2024-01-01,ZACARIAS,SÃO PAULO,Mata Atlântica,0.0,1089.0,0.0,30.0
179,2024-01-01,NOVA CASTILHO,SÃO PAULO,Mata Atlântica,1.0,522.0,6.0,30.0
180,2024-01-01,JARINU,SÃO PAULO,Mata Atlântica,2.0,224.0,23.0,20.0
181,2024-01-01,CAMPO LIMPO PAULISTA,SÃO PAULO,Mata Atlântica,0.0,208.0,36.0,13.0
182,2024-01-01,CERQUEIRA CÉSAR,SÃO PAULO,Cerrado,6.0,84.0,87.0,8.0
183,2024-01-01,AVARÉ,SÃO PAULO,Cerrado,2.67,87.33,0.0,40.67
184,2024-01-01,PIRAJU,SÃO PAULO,Mata Atlântica,2.0,0.0,42.0,52.0
185,2024-01-01,PORTO FELIZ,SÃO PAULO,Mata Atlântica,7.0,148.0,72.0,40.0
186,2024-01-01,SUMARÉ,SÃO PAULO,Mata Atlântica,0.0,199.0,0.0,91.0
187,2024-01-01,TATUÍ,SÃO PAULO,Mata Atlântica,8.0,118.0,0.0,71.0
188,2024-01-01,MAIRINQUE,SÃO PAULO,Mata Atlântica,0.33,55.0,51.0,10.33
189,2024-01-01,TEODORO SAMPAIO,SÃO PAULO,Mata Atlântica,2.0,0.0,10.0,88.0
190,2024-01-01,MARINGÁ,PARANÁ,Mata Atlântica,2.0,0.0,2.5,69.0
191,2024-01-01,TIBAGI,PARANÁ,Cerrado,3.33,0.0,64.0,162.0
192,2024-01-01,IMBITUVA,PARANÁ,Mata Atlântica,4.0,0.0,8.0,51.0
193,2024-01-01,PRUDENTÓPOLIS,PARANÁ,Mata Atlântica,2.0,0.0,4.0,37.0
194,2024-01-01,MIRASELVA,PARANÁ,Mata Atlântica,2.0,0.0,46.0,55.0
195,2024-01-01,QUEDAS DO IGUAÇU,PARANÁ,Mata Atlântica,2.0,0.0,0.0,9.0
196,2024-01-01,GUARAPUAVA,PARANÁ,Mata Atlântica,2.0,0.0,1.0,55.0
197,2024-01-01,MEDIANEIRA,PARANÁ,Mata Atlântica,2.0,26.0,0.0,100.0
198,2024-01-01,RIO BRANCO DO SUL,PARANÁ,Mata Atlântica,5.0,0.0,10.0,12.67
199,2024-01-01,PIRAÍ DO SUL,PARANÁ,Cerrado,5.0,0.0,62.0,37.5
200,2024-01-01,UMUARAMA,PARANÁ,Mata Atlântica,0.0,465.0,0.0,55.0
201,2024-01-01,INÁCIO MARTINS,PARANÁ,Mata Atlântica,6.0,0.0,4.0,34.0
202,2024-01-01,DOUTOR ULYSSES,PARANÁ,Mata Atlântica,4.0,0.0,49.5,60.0
203,2024-01-01,PARANAVAÍ,PARANÁ,Mata Atlântica,2.0,0.0,8.0,88.5
204,2024-01-01,TELÊMACO BORBA,PARANÁ,Mata Atlântica,2.0,0.0,7.0,87.0
205,2024-01-01,CASTRO,PARANÁ,Mata Atlântica,0.0,0.0,17.0,116.2
206,2024-01-01,CRUZEIRO DO SUL,PARANÁ,Mata Atlântica,2.0,0.0,4.0,85.67
207,2024-01-01,PIRAQUARA,PARANÁ,Mata Atlântica,2.0,0.0,0.0,42.5
208,2024-01-01,RANCHO ALEGRE,PARANÁ,Mata Atlântica,3.0,10.0,64.0,10.0
209,2024-01-01,FIGUEIRA,PARANÁ,Mata Atlântica,1.0,0.0,15.0,15.5
210,2024-01-01,SÃO JOSÉ DO CERRITO,SANTA CATARINA,Mata Atlântica,3.0,0.0,3.0,36.0
211,2024-01-01,NOVA SANTA RITA,RIO GRANDE DO SUL,Pampa,3.0,0.0,0.0,38.0
212,2024-01-01,MORRO REUTER,RIO GRANDE DO SUL,Mata Atlântica,3.0,20.0,0.0,133.33
213,2024-01-01,SÃO LUIZ GONZAGA,RIO GRANDE DO SUL,Pampa,3.0,10.0,0.0,8.0
214,2024-01-01,DILERMANDO DE AGUIAR,RIO GRANDE DO SUL,Pampa,3.0,0.0,0.0,23.0
215,2024-01-01,PIRATINI,RIO GRANDE DO SUL,Pampa,3.0,10.0,0.0,5.0
216,2024-01-01,ESTEIO,RIO GRANDE DO SUL,Pampa,3.0,10.0,0.0,26.0
217,2024-01-01,PONTA PORÃ,MATO GROSSO DO SUL,Cerrado,1.0,300.0,1.0,1006.0
218,2024-01-01,PONTA PORÃ,MATO GROSSO DO SUL,Mata Atlântica,2.0,570.5,0.5,114.5
219,2024-01-01,ARAL MOREIRA,MATO GROSSO DO SUL,Mata Atlântica,3.0,1398.0,0.0,29.0
220,2024-01-01,MIRANDA,MATO GROSSO DO SUL,Pantanal,0.0,36.0,0.0,61.0
221,2024-01-01,BRASILÂNDIA,MATO GROSSO DO SUL,Cerrado,5.0,229.0,37.5,120.0
222,2024-01-01,AQUIDAUANA,MATO GROSSO DO SUL,Pantanal,3.0,1521.0,0.0,41.0
223,2024-01-01,ANGÉLICA,MATO GROSSO DO SUL,Mata Atlântica,1.93,2.14,23.43,82.57
224,2024-01-01,IVINHEMA,MATO GROSSO DO SUL,Mata Atlântica,2.0,29.0,6.0,146.0
225,2024-01-01,NOVA ALVORADA DO SUL,MATO GROSSO DO SUL,Cerrado,2.0,154.33,10.67,113.0
226,2024-01-01,DOURADOS,MATO GROSSO DO SUL,Cerrado,2.5,434.0,1.0,140.5
227,2024-01-01,CORUMBÁ,MATO GROSSO DO SUL,Pantanal,0.0,1401.24,0.32,326.12
228,2024-01-01,VERA,MATO GROSSO,Amazônia,1.0,1720.0,0.0,121.5
229,2024-01-01,NOVA MUTUM,MATO GROSSO,Amazônia,0.0,1005.0,3.0,49.0
230,2024-01-01,NOVA UBIRATÃ,MATO GROSSO,Amazônia,2.0,1370.0,0.0,44.0
231,2024-01-01,PONTES E LACERDA,MATO GROSSO,Amazônia,0.0,0.0,13.0,17.0
232,2024-01-01,SANTA TEREZINHA,MATO GROSSO,Cerrado,0.0,1631.0,0.0,28.0
233,2024-01-01,POCONÉ,MATO GROSSO,Pantanal,0.0,3065.0,0.0,126.0
234,2024-01-01,BRASNORTE,MATO GROSSO,Amazônia,2.0,400.67,0.0,57.33
235,2024-01-01,ARIPUANÃ,MATO GROSSO,Amazônia,1.0,365.0,0.0,6.0
236,2024-01-01,VILA BELA DA SANTÍSSIMA TRINDADE,MATO GROSSO,Amazônia,0.63,115.5,18.5,471.75
237,2024-01-01,PARANATINGA,MATO GROSSO,Amazônia,2.0,958.0,0.0,155.0
238,2024-01-01,CÁCERES,MATO GROSSO,Pantanal,0.5,1793.25,5.38,57.75
239,2024-01-01,NOVA MARINGÁ,MATO GROSSO,Amazônia,0.25,706.25,2.25,51.75
240,2024-01-01,MARCELÂNDIA,MATO GROSSO,Amazônia,0.0,818.0,0.0,17.0
241,2024-01-01,COMODORO,MATO GROSSO,Amazônia,0.0,276.0,2.0,28.0
242,2024-01-01,TABAPORÃ,MATO GROSSO,Amazônia,0.0,870.0,0.0,75.0
243,2024-01-01,PEIXOTO DE AZEVEDO,MATO GROSSO,Amazônia,0.0,585.0,0.0,55.0
244,2024-01-01,BARRO ALTO,GOIÁS,Cerrado,0.0,481.0,0.0,6.0
245,2024-01-01,SIMOLÂNDIA,GOIÁS,Cerrado,2.0,2029.0,0.0,36.0
246,2024-01-01,NOVO GAMA,GOIÁS,Cerrado,3.0,956.0,0.0,4.0
247,2024-01-01,BRASÍLIA,DISTRITO FEDERAL,Cerrado,2.0,667.0,0.0,81.0
248,2024-01-02,NOVA MAMORÉ,RONDÔNIA,Amazônia,0.0,50.0,0.0,17.0
249,2024-01-02,PLÁCIDO DE CASTRO,ACRE,Amazônia,0.0,1610.0,1.0,15.0
250,2024-01-02,PORTO ACRE,ACRE,Amazônia,0.0,426.0,19.0,32.0
251,2024-01-02,SÃO GABRIEL DA CACHOEIRA,AMAZONAS,Amazônia,0.0,366.86,0.0,71.14
252,2024-01-02,ENVIRA,AMAZONAS,Amazônia,0.0,4364.5,0.0,56.0
253,2024-01-02,JUTAÍ,AMAZONAS,Amazônia,0.0,52.25,0.0,49.75
254,2024-01-02,TAPAUÁ,AMAZONAS,Amazônia,0.0,1256.0,0.0,41.0
255,2024-01-02,SANTA ISABEL DO RIO NEGRO,AMAZONAS,Amazônia,0.0,20.0,0.0,41.5
256,2024-01-02,AUTAZES,AMAZONAS,Amazônia,2.0,532.0,0.0,63.0
257,2024-01-02,SÃO PAULO DE OLIVENÇA,AMAZONAS,Amazônia,0.0,1262.5,0.0,71.5
258,2024-01-02,FONTE BOA,AMAZONAS,Amazônia,0.0,105.0,0.0,64.0
259,2024-01-02,BENJAMIN CONSTANT,AMAZONAS,Amazônia,0.0,1363.0,0.0,27.0
260,2024-01-02,LÁBREA,AMAZONAS,Amazônia,0.0,31.0,2.67,86.33
261,2024-01-02,TEFÉ,AMAZONAS,Amazônia,0.0,20.0,0.0,59.5
262,2024-01-02,EIRUNEPÉ,AMAZONAS,Amazônia,1.5,2481.5,0.0,26.5
263,2024-01-02,BARCELOS,AMAZONAS,Amazônia,3.0,0.0,11.0,89.0
264,2024-01-02,MANACAPURU,AMAZONAS,Amazônia,1.0,469.0,0.0,66.5
265,2024-01-02,SÃO LUIZ,RORAIMA,Amazônia,2.0,0.0,25.29,433.57
266,2024-01-02,BOA VISTA,RORAIMA,Amazônia,8.92,0.0,99.96,111.64
267,2024-01-02,NORMANDIA,RORAIMA,Amazônia,6.7,0.0,100.0,104.2
268,2024-01-02,BONFIM,RORAIMA,Amazônia,6.62,0.0,93.57,681.32
269,2024-01-02,CANTÁ,RORAIMA,Amazônia,9.65,0.0,95.65,122.25
270,2024-01-02,UIRAMUTÃ,RORAIMA,Amazônia,6.43,0.0,100.0,91.19
271,2024-01-02,PACARAIMA,RORAIMA,Amazônia,6.93,0.0,99.11,128.08
272,2024-01-02,CARACARAÍ,RORAIMA,Amazônia,3.19,0.0,75.3,419.38
273,2024-01-02,RORAINÓPOLIS,RORAIMA,Amazônia,2.7,0.0,26.38,246.45
274,2024-01-02,CAROEBE,RORAIMA,Amazônia,2.0,0.0,4.66,759.46
275,2024-01-02,SÃO JOÃO DA BALIZA,RORAIMA,Amazônia,2.0,0.0,33.0,46.5
276,2024-01-02,IRACEMA,RORAIMA,Amazônia,3.0,0.0,57.5,789.0
277,2024-01-02,AMAJARI,RORAIMA,Amazônia,6.09,0.0,99.87,632.01
278,2024-01-02,ALTO ALEGRE,RORAIMA,Amazônia,6.7,0.0,89.87,260.43
